시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,담당자전화번호,비고
용인시,준공,재건축,용인2,경기도 용인시 처인구 역북동 795,19826.000,1984,6,209,209,,,,,452.00,207,245,,452,,282,170,,,,,,,41%,248%,211,207,조합,2009,2018,20070122,,,20131223,,20151022,,20091223,,,20160128,20160825,20160925,20190201,20190415,,031-6193-2408,
용인시,예정구역,재개발,용인3(역북1),경기도 용인시 처인구 역북동 454 (동일),40489.000,1986,119,562,562,,,,,,,,,,,,,,,,,,,240%,180~250%,562,,,,,20070122,20151231,,,,,,,,,,,,,,,031-6193-2407,
용인시,예정구역,주거환경개선,김량장1,경기도 용인시 처인구 김량장동 226-6,46700.000,,,,,,,,,,,,,,,,,,,,,,,230%,,,,,,,20210315,20241231,,,,,,,,,,,,,,,031-6193-3232,
용인시,예정구역,주거환경개선,마평2,경기도 용인시 처인구 마평동 612-4,25400.000,,,,,,,,,,,,,,,,,,,,,,,230%,,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-3232,
용인시,예정구역,주거환경개선,고림2,경기도 용인시 처인구 고림동 794-29,40900.000,,,,,,,,,,,,,,,,,,,,,,,230%,,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-3232,
용인시,예정구역,재건축,수지5,경기도 용인시 수지구 풍덕천동 693,37163.000,1994,6,576,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20241231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,주거환경개선,마북1,경기도 용인시 기흥구 마북동 295-7,20100.000,,,,,,,,,,,,,,,,,,,,,,,240%,,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-3232,
용인시,예정구역,재건축,처인1,경기도 용인시 처인구 김량장동 201-3,10230.000,1985,4,91,,,,,,,,,,,,,,,,,,,,58%,200%,,,,,,20210315,20250630,,,,,20210522,20220309,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,처인2,경기도 용인시 처인구 마평동 605-1,8403.000,1993,2,290,,,,,,,,,,,,,,,,,,,,250%,250%,,,,,,20210315,20231231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,처인3,경기도 용인시 이동읍 천리 118-1,6718.000,1993,1,202,,,,,,,,,,,,,,,,,,,,250%,250%,,,,,,20210315,20231231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지4,경기도 용인시 수지구 풍덕천동 690,23170.000,1994,5,368,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20241231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,기흥8,경기도 용인시 기흥구 신갈동 14-4,7138.000,1995,2,247,,,,,,,,,,,,,,,,,,,,250%,250%,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-3251,
용인시,예정구역,재건축,기흥7,경기도 용인시 기흥구 구갈동 396,31608.000,1993,10,624,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20250630,,,,,20230512,20240426,,,,,,,,,031-6193-3251,
용인시,준공,재건축,김량주공아파트(용인1구역),경기도 용인시 처인구 김량장동 526,21449.000,1982,8,450,450,,,,,484.00,440,44,,484,,270,178,36,,,,,,90%,220%,455,448,조합,2005,2009,20070122,,,20060506,,20060711,,20021127,,,20061023,20070626,20080201,20091124,20100514,,031-6193-2408,
용인시,준공,재건축,신갈주공아파트(기흥2구역),경기도 용인시 기흥구 신갈동 733,31607.000,1990,14,560,560,,,,,612.00,515,97,,612,,52,463,97,,,,,,87%,249%,572,550,조합,2003,2013,20070122,,,,,20090622,,20050907,,,20100205,20110503,20130514,20130903,20140303,,031-6193-2408,
용인시,준공,주거환경개선,용인9,경기도 용인시 처인구 마평동 740,31439.000,1986,116,211,211,,,,,,,,,,,,,,,,,,,240%,,125,,市,2007,2013,20070122,,,,,20110427,,,,,,20110707,,20130315,,,031-6193-3232,
용인시,준공,주거환경개선,용인10,경기도 용인시 처인구 마평동 601,23983.000,1986,64,242,242,,,,,,,,,,,,,,,,,,,240%,,110,,市,2007,2013,20070122,,,,,20110427,,,,,,20110707,,20130315,,,031-6193-3232,
용인시,준공,주거환경개선,양지1,경기도 용인시 처인구 양지면 양지리 383,28936.000,1986,48,175,175,,,,,,,,,,,,,,,,,,,240%,,166,,市,2007,2013,20070122,,,,,20110427,,,,,,20110707,,20130315,,,031-6193-3232,
용인시,준공,주거환경개선,포곡1,경기도 용인시 처인구 포곡읍 전대리 150,12861.000,1986,31,134,134,,,,,,,,,,,,,,,,,,,240%,,124,,市,2007,2013,20070122,,,,,20110427,,,,,,20110707,,20130315,,,031-6193-3232,
용인시,예정구역,재건축,처인6,경기도 용인시 처인구 김량장동 4-2,21551.000,1995,7,755,,,,,,,,,,,,,,,,,,,,290%,290%,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,기흥3,경기도 용인시 기흥구 구갈동 385,10412.000,1994,4,205,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20251231,,,,,20231106,20250228,,,,,,,,,031-6193-3251,
용인시,예정구역,재건축,기흥4,경기도 용인시 기흥구 신갈동 116-2,10169.000,1992,2,299,,,,,,,,,,,,,,,,,,,,240%,290%,,,,,,20210315,20241231,,,,,20220630,20230331,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,기흥5,경기도 용인시 기흥구 구갈동 384-1,13638.000,1992,3,200,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20250630,,,,,20230522,20240223,,,,,,,,,031-6193-3251,
용인시,예정구역,재개발,삼가2,경기도 용인시 처인구 삼가동 216,16000.000,1986,32,53,53,,,,,,,,,,,,,,,,,,,240%,230~250%,53,,,,,20070122,20151231,,,,,,,,,,,,,,,031-6193-2407,
용인시,예정구역,재건축,처인4,경기도 용인시 처인구 유방동 1007-1,9928.000,1994,4,375,,,,,,,,,,,,,,,,,,,,271%,290%,,,,,,20210315,20241231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,처인5,경기도 용인시 처인구 유방동 1007-50,9999.000,1995,3,330,,,,,,,,,,,,,,,,,,,,286%,290%,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지9,경기도 용인시 수지구 풍덕천동 694,12112.000,1995,3,190,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지8,경기도 용인시 수지구 풍덕천동 692,22571.000,1994,5,619,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20241231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지7,경기도 용인시 수지구 풍덕천동 700-1,51618.000,1994,12,1168,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20241231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지6,경기도 용인시 수지구 풍덕천동 664,59946.000,1994,10,1620,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20241231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지11,경기도 용인시 수지구 풍덕천동 699,18330.000,1995,5,416,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지10,경기도 용인시 수지구 풍덕천동 703,29513.000,1995,5,470,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-2408,
용인시,예정구역,재건축,수지12,경기도 용인시 수지구 풍덕천동 691,21978.000,1995,6,612,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,20251231,,,,,,,,,,,,,,,031-6193-2408,
용인시,추진위원회,재건축,기흥1,경기도 용인시 기흥구 구갈동 380,29694.000,1992,12,570,,,,,,,,,,,,,,,,,,,,290%,290%,,,,,,20210315,,20250124,20250124,,20250411,20210426,20211219,,,,,,,,,031-6193-2408,
용인시,추진위원회,재건축,기흥2,경기도 용인시 기흥구 구갈동 385-1,20445.000,1993,7,384,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,,20250124,20250124,,20250404,20210430,20220123,,,,,,,,,031-6193-2408,
용인시,추진위원회,재건축,수지1,경기도 용인시 수지구 풍덕천동 663-1,13249.000,1994,9,1137,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,,20250402,20250402,,20250718,20210429,20220421,,,,,,,,,031-6193-2408,
용인시,추진위원회,재건축,수지3,경기도 용인시 수지구 풍덕천동 692-1,16739.000,1995,5,420,,,,,,,,,,,,,,,,,,,,250%,290%,,,,,,20210315,,20250124,20250124,,20250422,20210427,20220610,,,,,,,,,031-6193-2408,
용인시,조합설립,재건축,수지2,경기도 용인시 수지구 풍덕천동 698-2,27259.000,1995,10,774,,,,,,,,,,,,,,,,,,,,250%,290%,,,대한토지신탁,,,20210315,,20250124,20250124,,20250917,20210427,20220421,,,,,,,,,031-6193-2408,
용인시,조합설립,재개발,모현1,경기도 용인시 처인구 모현읍 왕산리 789,22784.000,1986,61,242,242,,,,,622.00,176,414,32,590,,141,377,72,,32,32,,,300%,400%,176,176,조합,2007,,20070122,20241231,,20220324,,,,,,,,,,,,,031-6193-2407,
용인시,사업시행,재개발,용인7,경기도 용인시 처인구 김량장동 159,22646.000,1986,79,143,143,,,,,323.00,268,,55,268,,28,240,,,55,29,26,,200%,208%,110,110,조합,2007,,20070122,,,20110422,,20110426,,,,,,,,,,,031-6193-2407,
용인시,착공,주거환경개선,이동2,경기도 용인시 처인구 이동읍 천리 748-2,35041.000,,74,105,105,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,,20161228,,,20191129,,20200217,,,,,,,,,,,031-6193-3232,
용인시,착공,주거환경개선,고림1,경기도 용인시 처인구 고림동 772-20,45892.000,,80,112,112,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,,20161228,,,,,20191202,,,,,,20220318,,,,,031-6193-3232,
용인시,착공,주거환경개선,풍덕천1,경기도 용인시 수지구 풍덕천동 678-1,83251.000,,215,215,215,,,,,,,,,,,,,,,,,,,230%,,,,市,2017,,20161228,,,,,20220810,,,,,,20230215,,,,,031-6193-3232,
용인시,착공,재개발,용인8,경기도 용인시 처인구 김량장동 309-1,49076.000,1986,123,603,603,,,,,1308.00,158,1082,68,1240,,908,332,,,68,34,34,,300%,328%,248,166,조합,2007,2023,20070122,,,20220120,,20110707,,,,,20190503,20210223,20210325,,,,031-6193-2407,
의왕시,관리처분,재개발,부곡가구역,경기도 의왕시 삼동 192-244번지일원,86095.000,1970~1985,191,961,276,326,298,38,23,1857.00,905,859,93,1764,96,1016,745,,,93,93,,,117%,263%,1061,905,조합,2008,2027,20080424,20101231,20110127,20120501,20230830,20140108,,,,20170426,20211022,,,,,,031-345-3494,
의왕시,사업시행,재건축,부곡다구역,경기도 의왕시 삼동 146번지일원,60916.000,1977~2004,99,1324,,,,,,1511.00,1511,,,1511,,1183,328,,,,,,,187%,292%,1282,1123,조합,2016,2030,20080424,20161231,20190923,20190923,20220623,20210331,20150727,20160213,,20250110,,,,,,,031-345-3498,
의왕시,조합설립,재개발,오전라구역,경기도 의왕시 오전동 323-3번지 일원,15939.000,1977~2006,49,161,19,61,51,12,18,477.00,477,,,477,,,477,,,,,,,300%,694%,87,87,조합,2012,2025,20090821,20091231,20110224,20120222,,20250708,,,,,,,,,,,031-345-3497,
의왕시,관리처분,재개발,고천나구역,경기도 의왕시 고천동 265번지 일원,90406.000,1970~1990,283,737,129,274,201,40,93,1912.00,850,966,96,1816,,889,850,77,,96,96,,,109%,297%,823,790,조합,2008,2023,20080424,20081231,20090806,20111202,20231012,20120723,,,,20201217,20220728,,,,,,031-345-3492,
의왕시,관리처분,재개발,오전다구역,경기도 의왕시 오전동 350-1번지일원,175212.000,1980~2003,290,1763,709,417,552,40,45,3209.00,1820,1228,161,3048,2,1635,1347,63,1,161,161,,,106%,278%,1862,1781,조합,2008,2025,20080424,20101231,20110512,20130716,20231205,20161206,,,,20201217,20221128,,,,,,031-345-3492,
의왕시,관리처분,재개발,고천가구역,경기도 의왕시 고천동 276-8번지일원,27025.000,1950~2007,76,149,50,11,27,16,45,929.00,142,787,,929,,379,509,41,,,,,,112%,610%,157,144,조합,2008,2026,20080424,20081231,20090806,20111202,20200702,20120831,,,,20210329,20240726,,,,,,031-345-3498,
의왕시,착공,재개발,내손라구역,경기도 의왕시 내손동 661번지일원,93990.000,1984~1993,250,1360,984,247,16,9,104,2180.00,1416,586,178,2002,,,1271,149,582,178,102,76,,111%,299%,1334,1310,조합,2008,2026,20080424,20081231,20090806,20101129,20171222,20111228,,,,20180205,20191206,20230116,20230531,,,,031-345-3494,
의왕시,착공,재개발,내손다구역,경기도 의왕시 내손동 683번지일원,152885.000,1984~1993,448,1397,677,372,13,11,324,2633.00,1602,899,132,2501,30,1355,866,247,3,132,132,,,122%,276%,1399,1316,조합,2008,2025,20080424,20081231,20090806,20110615,20230328,20140708,,,,20180411,20190612,20220401,20220920,,,,031-345-3494,
의왕시,착공,재개발,오전나구역,경기도 의왕시 오전동 32-5번지일원,32850.000,1980~1990,105,233,10,58,84,12,69,733.00,164,532,37,696,92,306,270,28,,37,37,,,108%,279%,244,168,조합,2008,2026,20080424,20091231,20090806,20101111,20180425,20110427,,,,20140618,20181221,20220324,20231030,,,,031-345-3498,
의왕시,준공,재건축,오전가구역,경기도 의왕시 오전동 52번지일원,44824.000,1979~1985,60,654,54,190,360,26,24,941.00,603,333,5,936,,285,599,52,,5,,5,,112%,296%,714,605,조합,2008,2021,20080424,20081231,20090403,20091110,20230127,20101126,,20090211,,20140212,20160809,20180510,20180611,20210629,20230525,,031-345-3497,
의왕시,준공,재건축,청화아파트,경기도 의왕시 포일동 643번지,14450.000,1984,4,420,,165,255,,,447.00,433,,14,433,,161,272,,,14,,14,,208%,269%,454,429,조합,2003,2009,20041224,,,20060109,20080215,20030630,20021025,20030108,,20060613,20061228,20070608,,20090930,20100308,,031-345-3497,
의왕시,준공,재개발,오전마구역,경기도 의왕시 오전동 324-4번지일원,14208.000,1974~2000,13,41,,,36,4,1,536.00,27,509,,536,,,,528,8,,,,,111%,705%,21,17,조합,2010,2019,20090821,20091231,20100310,20101203,20150811,20110121,,,,20120127,20131111,20141120,20141121,20181122,20181129,,031-345-3497,
의왕시,청산,재건축,포일주공아파트,경기도 의왕시 내손동 844번지 일원,128886.000,1982,59,2230,1020,1210,,,,2540.00,2230,310,,2540,,510,1191,603,236,,,,,78%,247%,2313,2312,조합,2002,2009,20041224,,,20050411,20060814,20021104,,20020907,,20050516,20061228,20070511,20090916,20091123,20100707,,031-345-3497,
의왕시,청산,재건축,의왕내손주택,경기도 의왕시 내손동 842번지,32691.000,1985,27,519,,167,352,,,696.00,519,123,54,642,,97,280,265,,54,,54,,110%,250%,519,519,조합,2003,2009,20041224,,,20050411,20081126,20030612,20021025,20030123,,20050516,20060629,20061030,20090428,20090331,20090526,,031-345-3497,
의왕시,예정구역,재건축,인스빌아파트,경기도 의왕시 왕곡동 592번지 일원,36339.000,1994,8,504,,,,504,,,,,,,,,,,,,,,,202.16~202.25%,270%,,,,,,20220110,20271231,,,,,,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,백합목련아파트,경기도 의왕시 오전동 842번지 일원,35210.000,1994,7,814,,412,402,,,,,,,,,,,,,,,,,199.56~203.5%,270%,,,,,,20220110,20271231,,,,,,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,인덕원삼호아파트,경기도 의왕시 포일동 441-2번지 일원,27834.000,1991~1993,7,684,,,624,60,,,,,,,,,,,,,,,,247.10%,270%,,,,,,20220110,20261231,,,,,20230322,20240320,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,신안아파트,경기도 의왕시 오전동 216-1번지 일원,17906.000,1991,3,576,,,576,,,,,,,,,,,,,,,,,298.50%,270%,,,,,,20220110,20251231,,,,,20221128,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,장미아파트,경기도 의왕시 삼동 462-32번지 일원,15510.000,1995,3,520,,520,,,,,,,,,,,,,,,,,,214.30%,270%,,,,,,20220110,20281231,,,,,,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,동백아파트,경기도 의왕시 오전동 849 일원,55205.000,1995,12,1074,,,1074,,,,,,,,,,,,,,,,,211.00%,270%,,,,,,20220110,20281231,,,,,,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,왕곡지역,경기도 의왕시 왕곡동 600번지 일원,87449.000,1994,16,1578,,456,790,332,,,,,,,,,,,,,,,,196.15~218%,270%,,,,,,20220110,20271231,,,,,,,,,,,,,,,031-345-3498,
의왕시,예정구역,재건축,무궁화아파트,경기도 의왕시 오전동 854 일원,19682.000,1995,4,370,,40,330,,,,,,,,,,,,,,,,,206.10%,270%,,,,,,20220110,20281231,,,,,,,,,,,,,,,031-345-3498,
의왕시,청산,재건축,대우사원주택,경기도 의왕시 내손동 627번지일원,125233.000,1984,81,1276,,177,716,383,,2422.00,1273,1149,,2422,,,485,1257,680,,,,,78%,249%,1276,1269,조합,2002,2011,20041224,,,20050411,20120713,20021102,,20020515,,20050516,20070504,20081118,20110517,20121029,20130524,,031-345-3497,
의정부시,추진위원회,재개발,가능6구역,경기도 의정부시 가능동 665-7번지 일원,50537.000,1980~1990,179,179,3,2,10,17,147,900.00,384,468,48,852,,151,701,,,48,48,,,100~200%,250%,400,,조합,2025,2034,,,,20250402,,20250904,,,,,,,,,,,031-828-8845,
의정부시,추진위원회,재개발,중앙1구역,경기도 의정부시 의정부동 365-22번지 일원,68771.000,1980~1990,328,328,,64,51,213,,1293.00,620,607,66,1227,,460,688,79,,66,66,,,100~200%,250%,700,,조합,2025,2034,,,,20250403,,20250910,,,,,,,,,,,031-828-8844,
의정부시,추진위원회,재개발,가능3구역,경기도 의정부시 가능동 681-2번지 일원,100198.000,1980~1990,364,789,13,60,180,206,330,1600.00,752,768,80,1520,,635,263,622,,80,80,,,100~200%,250%,836,,조합,2023,2032,,,,20250107,,,,,,,,,,,,,031-828-8842,
의정부시,추진위원회,재개발,가능4구역,경기도 의정부시 가능동 606-18번지 일원,79340.000,1980~1990,345,634,10,39,257,187,141,1368.00,547,,69,1299,,582,717,,,69,69,,,100~200%,250%,547,,조합,2023,2032,,,,20250115,,,,,,,,,,,,,031-828-8843,
의정부시,착공,재개발,장암1구역,경기도 의정부시 신곡동 571-1번지 일원,37022.000,1950~2005,100,209,176,6,4,23,,769.00,136,591,42,727,,484,215,28,,42,42,,,100~200%,250%,176,135,조합,2014,2023,,,,20091221,20181224,20080519,,,20100528,20140128,20200313,20211116,,,,,031-828-8844,
의정부시,준공,재개발,중앙3구역,경기도 의정부시 의정부동 394-11번지 일원,36193.000,1993~2003,84,759,637,23,15,84,,926.00,586,222,118,808,,364,444,,,118,44,74,,100~200%,300%,631,628,조합,2014,2025,,20081231,20091106,20101201,20150911,20080702,,,20110720,20160517,20180130,20200929,20200630,20230831,20250317,,031-828-8842,
의정부시,준공,재개발,가능1구역,경기도 의정부시 가능동 581-1번지 일원,24847.000,1958~2005,95,245,206,7,5,27,,466.00,109,331,26,440,50,235,155,,,26,26,,,100~200%,230%,153,101,조합,2014,2023,,,,20100824,20180904,20080604,,,20110826,20140403,20170529,20200331,20200423,20240628,20241107,,031-828-8842,
의정부시,준공,재개발,중앙2구역,경기도 의정부시 의정부동 380번지 일원,132480.000,1975~2005,583,1858,1558,56,38,206,,2473.00,930,1393,150,2323,,1444,813,66,,150,150,,,100~200%,257%,962,827,조합,2014,2025,,,,20100716,20190412,20080515,,,20110131,20150331,20161104,20190821,20190822,20220727,20230313,,031-828-8842,
의정부시,준공,재개발,가능2구역,경기도 의정부시 가능동 224-24번지 일원,22840.000,1958~2004,62,175,147,5,4,19,,420.00,75,321,24,396,45,83,245,23,,24,24,,,100~200%,230%,99,75,조합,2014,2023,,,,20100716,20121210,20080603,,,20101117,20140124,20170216,20181207,20181213,20210820,20220126,,031-828-8844,
의정부시,준공,재개발,장암4구역,경기도 의정부시 장암동 34-1번지 일원,47200.000,1951~2004,72,174,146,5,4,19,,677.00,121,522,34,643,27,116,447,53,,34,12,22,,100~200%,250%,168,123,조합,2013,2021,,,,20100412,20151102,20080603,,,20100903,20130911,20160229,20170620,20170713,20210707,20211111,,031-828-8845,
의정부시,준공,재건축,송산1구역,경기도 의정부시 용현동 241번지 일원,96152.000,1989,41,1580,720,860,,,,2571.00,1566,831,174,2397,,1129,1200,68,0,174,,174,,85%,290%,1569,1505,조합,2016,2022,,20081231,20110116,20120424,20190326,20121102,,20001220,20141229,20161101,20170925,20181101,20181102,20211220,20220525,,031-828-8843,
의정부시,준공,주거환경개선,안말2,경기도 의정부시 호원동 252번지 일원,38238.000,1951~2004,102,108,108,,,,,,,,,,,,,,,,,,,80%,,87,,市,2006,2012,,,,20090310,,,,,,20120412,,20120424,,20131101,,,031-828-8842,
의정부시,추진위원회,재개발,의정부9구역,경기도 의정부시 의정부동 404-13번지 일원,96123.000,1980~1990,461,952,21,77,336,270,248,1850.00,777,,93,1757,,785,887,85,,93,93,,,100~200%,250%,444,,조합,2023,2032,,,,20250217,,,,,,,,,,,,,031-828-8844,
의정부시,추진위원회,재개발,가능중앙구역,경기도 의정부시 가능동 619번지 일원,92213.000,1980~1990,391,903,244,187,178,46,248,1701.00,947,,112,1589,77,629,883,,,112,83,29,,100~200%,250%,954,,조합,2023,2032,,,,20250225,,20250908,,,,,,,,,,,031-828-8845,
의정부시,추진위원회,재개발,가재울구역,경기도 의정부시 가능동 28-3번지 일원,29630.000,1980~1990,105,105,19,8,13,9,56,698.00,168,494,36,662,,378,284,,,36,36,,,100~200%,250%,193,,조합,2023,2032,,,,20241230,,20250623,,,,,,,,,,,031-828-8843,
의정부시,추진위원회,재개발,장암2구역,경기도 의정부시 신곡동 602-13번지 일원,127296.000,1980~1990,581,779,245,79,140,98,217,2319.00,901,,215,2104,,916,890,298,,215,98,117,,100~200%,250%,888,,조합,2023,2032,,,,20241231,,20250418,,,,,,,,,,,031-828-8813,
의정부시,추진위원회,재개발,가능8구역,경기도 의정부시 nan,,,,1016,,,,,,,,,,1136,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
의정부시,조합설립,재개발,호원2구역,경기도 의정부시 호원동 250-17번지 일원,28016.000,1980~1990,74,442,,,,,,611.00,579,,32,579,,,,,,32,,,,100~200%,250%,447,,조합,2023,2032,,,,20240416,,20240628,,,20241031,,,,,,,,031-828-8843,
의정부시,조합설립,재개발,장암6구역,경기도 의정부시 신곡동 351-12번지 일원,16735.000,1980~1990,85,255,6,192,49,7,1,379.00,360,,19,360,,166,194,,,19,19,,,100~200%,250%,225,,조합,2023,2032,,,,20231205,,20240318,,,20240717,,,,,,,,031-828-8812,
의정부시,조합설립,재개발,의정부역2구역,경기도 의정부시 의정부동 584-9번지 일원,22952.000,1980~1990,60,353,,,,,,305.00,289,,16,289,,70,52,167,,16,16,,,100~200%,250%,285,,조합,2023,2032,,,,20230925,,20231130,,,20240830,,,,,,,,031-828-8842,
의정부시,정비구역,재개발,가능11구역,경기도 의정부시 가능동 355-3번지 일원,15843.000,1980~1990,48,47,,21,24,2,,310.00,66,,20,290,,45,245,,,20,20,,,100~200%,250%,66,,조합,2023,2032,,,,20250109,,,,,,,,,,,,,031-828-8844,
의정부시,사업시행,재개발,장암5구역,경기도 의정부시 신곡동 406번지 일원,48091.000,1980~2010,,912,,,,,,954.00,905,,49,905,,340,502,61,2,49,49,,,100~200%,250%,497,497,조합,2018,2028,,,20170831,20181019,20200916,20190510,,,20201016,20231222,,,,,,,031-828-8812,
의정부시,착공,재개발,장암3구역,경기도 의정부시 신곡동 435-3번지 일원,33881.000,1973~2004,127,460,386,14,9,51,,815.00,296,407,112,703,,319,382,,2,112,45,67,,100~200%,300%,242,225,조합,2015,2022,,20081231,20090629,20100412,20161209,20080617,,,20111027,20181227,20210527,20231024,,,,,031-828-8845,
의정부시,착공,재개발,금오1구역,경기도 의정부시 금오동 65-3번지 일원,32509.000,1951~2001,82,432,362,13,9,48,,832.00,376,414,42,790,85,468,237,,,42,42,,,100~200%,275%,413,377,조합,2012,2024,,,,20100824,20171214,20080604,,,20110210,20121207,20190419,20220223,20231030,,,,031-828-8843,
이천시,관리처분,재개발,이천관고동,경기도 이천시 관고동 226번지 일원,32400.000,1986,62,284,,209,38,37,,616.00,221,364,31,585,,302,283,,,31,31,,,200%,238%,247,220,조합,2013,2025,,,,20130501,20191018,20180409,,,,20201231,20220504,,,,,,031-644-7132,
파주시,착공,재건축,협신연립,경기도 파주시 아동동 275-13,5614.000,1984,6,96,,96,,,,115.00,96,19,,115,5,45,65,,,,,,,89%,179%,94,63,조합,2011,2025,,,,,,20071224,,20070810,20080416,20110302,20111226,20120614,,,,,031-940-4776,
파주시,관리처분,재개발,문산3리지구,경기도 파주시 문산읍 문산리81-61 일원,47309.000,1986,185,285,285,,,,,951.00,223,680,48,903,,548,355,,,48,48,,,180%,250%,223,152,조합,2019,2023,,,20060220,20080724,20200728,20080912,,,20081208,20200908,20211029,,,,,,031-940-4775,
파주시,관리처분,재개발,문산1-5,경기도 파주시 문산읍 문산리 31-1번지일원,25297.000,1990,24,394,394,,,,,668.00,384,250,34,634,67,349,218,,,34,34,,,248%,299%,384,384,조합,2019,2023,20091026,20130531,20130603,20130603,20190806,20091202,,,20170524,20200630,20221014,,,,,,031-940-4775,
파주시,착공,재개발,금촌2동제2지구,경기도 파주시 금촌동 337-15,35772.000,1971,146,319,319,,,,,1055.00,139,863,53,152,397,580,25,,,903,53,,,180%,,236,139,조합,2018,2022,,,20090612,20090612,20180511,20100118,,,20100726,20180724,20200422,20220927,,,,,031-940-4776,
파주시,관리처분,재개발,새말지구,경기도 파주시 금촌동390-36,157201.000,1980,328,950,950,,,,,2563.00,635,1799,129,2434,,1058,1376,,,129,90,39,,120%,248%,815,793,조합,2019,2023,,,20080111,20090225,20230616,20090603,,,20090922,20200630,20211230,,,,,,031-940-4776,
파주시,준공,재건축,초원연립,"경기도 파주시 문산읍 당동리 산38-1, 산38-8",2274.000,1986,6,37,,36,1,,,66.00,37,29,,66,16,50,,,,,,,,95%,180%,37,37,조합,2016,2019,,,,,,20141120,,20140821,20150203,20151215,20160426,20160512,,20190830,20190926,,031-940-4775,
